timestamps,open,high,low,close
2016/1/19,2914.41,3012.07,2906.4,3007.74
2016/1/20,2993.01,3016.28,2951.92,2976.69
2016/1/21,2934.39,2998.79,2880.08,2880.48
2016/1/22,2911.11,2931.36,2851.73,2916.56
2016/1/25,2934.08,2955.78,2911.83,2938.51
2016/1/26,2907.72,2911.99,2743.84,2749.79
2016/1/27,2756.08,2768.77,2638.3,2735.56
2016/1/28,2711.16,2740.54,2647.49,2655.66
2016/1/29,2652.85,2755.37,2649.79,2737.6
2016/2/1,2730.98,2735.26,2655.62,2688.85
2016/2/2,2687.98,2755.16,2687.98,2749.57
2016/2/3,2719.57,2746.07,2696.88,2739.25
2016/2/4,2751.43,2793.3,2751.31,2781.02
2016/2/5,2783.08,2790.06,2762.16,2763.49
2016/2/15,2684.96,2760.36,2682.09,2746.2
2016/2/16,2758.58,2840.62,2758.58,2836.57
2016/2/17,2829.76,2868.7,2824.36,2867.34
2016/2/18,2881.78,2893.21,2857.7,2862.89
2016/2/19,2854.9,2872.72,2840.49,2860.02
2016/2/22,2888.6,2933.96,2880.35,2927.18
2016/2/23,2925.71,2928.05,2872.28,2903.33
2016/2/24,2889.88,2929.87,2872.27,2928.9
2016/2/25,2922.24,2922.24,2729.85,2741.25
2016/2/26,2760.06,2784.75,2715.87,2767.21
2016/2/29,2754.81,2755.89,2638.96,2687.98
2016/3/1,2688.38,2747.56,2668.76,2733.17
2016/3/2,2733.77,2852.7,2732.54,2849.68
2016/3/3,2847.33,2878.45,2840.87,2859.76
2016/3/4,2848.54,2880.37,2808.85,2874.15
2016/3/7,2886.64,2911.84,2871.35,2897.34
2016/3/8,2895.67,2902.62,2802.56,2901.39
2016/3/9,2839.41,2863.01,2811.72,2862.56
2016/3/10,2847.57,2863.18,2803.48,2804.73
2016/3/11,2781.6,2815.61,2772.55,2810.31
2016/3/14,2830.08,2889.82,2823.03,2859.5
2016/3/15,2853.98,2865.79,2819.79,2864.37
2016/3/16,2858.71,2881.53,2854.19,2870.43
2016/3/17,2875.41,2921,2857.19,2904.83
2016/3/18,2915.52,2971.55,2908.74,2955.15
2016/3/21,2978.46,3028.32,2973.76,3018.8
2016/3/22,3001.63,3019.1,2988.43,2999.36
2016/3/23,2991.17,3012.56,2980.86,3009.96
2016/3/24,2986.8,2998.15,2960.54,2960.97
2016/3/25,2956.2,2981.41,2952.11,2979.43
2016/3/28,2988.01,3008.17,2948.53,2957.82
2016/3/29,2956.71,2962.2,2905.25,2919.83
2016/3/30,2941.22,3001.11,2941.22,3000.65
2016/3/31,3009.37,3023.41,2992.92,3003.92
2016/4/1,2997.09,3009.67,2956.25,3009.53
2016/4/5,3000.94,3057.33,2993.15,3053.07
2016/4/6,3039.74,3059.79,3029,3050.59
2016/4/7,3058.34,3062.36,3007.06,3008.42
2016/4/8,2988.2,2996.17,2960.46,2984.96
2016/4/11,3006.91,3048.98,3006.91,3033.96
2016/4/12,3031.3,3036.82,3001.32,3023.65
2016/4/13,3041.36,3097.16,3041.36,3066.64
2016/4/14,3080.09,3086.7,3056.99,3082.36
2016/4/15,3085.03,3089.95,3066.87,3078.12
2016/4/18,3058.46,3058.46,3022.97,3033.66
2016/4/19,3047.13,3054.5,3024.9,3042.82
2016/4/20,3050.38,3055.69,2905.05,2972.58
2016/4/21,2954.37,2990.67,2943.46,2952.89
2016/4/22,2933.03,2960.21,2926.78,2959.24
2016/4/25,2949.97,2954.09,2917.02,2946.67
2016/4/26,2944.72,2965.43,2933.97,2964.7
2016/4/27,2967.19,2976.02,2949.43,2953.67
2016/4/28,2955.74,2959.51,2916.37,2945.59
2016/4/29,2935.38,2950.58,2930.36,2938.32
2016/5/3,2940.39,2993.53,2929.81,2992.64
2016/5/4,2983.03,3004.42,2978.33,2991.27
2016/5/5,2987.02,2999.12,2977.2,2997.84
2016/5/6,2998.4,3003.59,2913.04,2913.25
2016/5/9,2896.16,2896.16,2821.83,2832.11
2016/5/10,2822.33,2845.24,2820.16,2832.59
2016/5/11,2843.54,2857.25,2818.7,2837.04
2016/5/12,2812.11,2839.28,2781.24,2835.86
2016/5/13,2828.46,2850.09,2814.11,2827.11
2016/5/16,2816.78,2851.23,2804.99,2850.86
2016/5/17,2850.93,2860.32,2832.46,2843.68
2016/5/18,2828.18,2828.26,2781.42,2807.51
2016/5/19,2802.31,2829.4,2801.55,2806.91
2016/5/20,2792.89,2825.95,2785.08,2825.48
2016/5/23,2826.31,2848.07,2826.26,2843.65
2016/5/24,2839.68,2839.7,2807.19,2821.67
2016/5/25,2835.03,2843.17,2807.75,2815.09
2016/5/26,2813.54,2827.09,2780.76,2822.44
2016/5/27,2817.97,2832.8,2809.8,2821.05
2016/5/30,2814.65,2830.97,2794.66,2822.45
2016/5/31,2822.59,2917.14,2822.59,2916.62
2016/6/1,2917.15,2929.08,2909.51,2913.51
2016/6/2,2911.22,2925.67,2906.52,2925.23
2016/6/3,2929.79,2945.52,2915.19,2938.68
2016/6/6,2940.99,2945.94,2922.28,2934.1
2016/6/7,2936.28,2938.44,2923.5,2936.04
2016/6/8,2932.38,2937.99,2908.37,2927.16
2016/6/13,2897.27,2911.16,2832.51,2833.07
2016/6/14,2824.23,2843.46,2822.06,2842.19
2016/6/15,2814.69,2894.26,2811.78,2887.21
2016/6/16,2878.4,2887.74,2865.39,2872.82
2016/6/17,2873.01,2900.3,2872.18,2885.11
2016/6/20,2887.64,2891.66,2864.02,2888.81
2016/6/21,2898.38,2919.3,2869.18,2878.56
2016/6/22,2872.73,2905.98,2869.51,2905.55
2016/6/23,2902.4,2904.11,2878.66,2891.96
2016/6/24,2883.76,2899.57,2807.6,2854.29
2016/6/27,2840.56,2895.73,2840.28,2895.7
2016/6/28,2885.01,2913.58,2878.82,2912.56
2016/6/29,2918.53,2934,2915.06,2931.59
2016/6/30,2931.48,2938.14,2922.31,2929.61
2016/7/1,2931.8,2944.99,2925.81,2932.48
2016/7/4,2924.29,2992.5,2922.52,2988.6
2016/7/5,2991.75,3010.27,2990.64,3006.39
2016/7/6,2998.52,3017.65,2984.83,3017.29
2016/7/7,3009.35,3024.11,2994.64,3016.85
2016/7/8,3000.33,3001.55,2983.88,2988.09
2016/7/11,2993.75,3022.94,2990.91,2994.92
2016/7/12,2992.52,3049.68,2984.42,3049.38
2016/7/13,3049.51,3069.05,3048.2,3060.69
2016/7/14,3054.97,3057.05,3036.52,3054.02
2016/7/15,3056.68,3062.68,3044.54,3054.3
2016/7/18,3047.64,3058.32,3031.64,3043.56
2016/7/19,3040.23,3043.6,3014.29,3036.6
2016/7/20,3034.71,3043,3022.63,3027.9
2016/7/21,3027.6,3053.33,3027.37,3039.01
2016/7/22,3038.12,3039.27,3007.46,3012.82
2016/7/25,3008.09,3027.12,3003.29,3015.83
2016/7/26,3014.04,3050.61,3013.8,3050.17
2016/7/27,3050.37,3057.42,2939.23,2992
2016/7/28,2980.5,3003.36,2968.18,2994.32
2016/7/29,2992.54,3000.05,2972.92,2979.34
2016/8/1,2971.95,2972.88,2931.96,2953.39
2016/8/2,2950.08,2971.28,2946.64,2971.28
2016/8/3,2963.21,2981.16,2956.79,2978.46
2016/8/4,2976.41,2982.86,2958.93,2982.43
2016/8/5,2978.78,2991.68,2971.56,2976.7
2016/8/8,2972.62,3004.72,2959.05,3004.28
2016/8/9,3001.31,3025.91,2998.68,3025.68
2016/8/10,3023.47,3033.2,3017.09,3018.75
2016/8/11,3013.68,3038.05,3001.17,3002.64
2016/8/12,3000.27,3051.05,2999.04,3050.67
2016/8/15,3056.48,3137.48,3053.87,3125.2
2016/8/16,3130.53,3140.44,3102.07,3110.04
2016/8/17,3106.99,3114.25,3090.28,3109.55
2016/8/18,3107.75,3125.58,3093.32,3104.11
2016/8/19,3100.39,3113.34,3082.77,3108.1
2016/8/22,3107.38,3112.74,3083.59,3084.81
2016/8/23,3081.57,3101.11,3073.53,3089.71
2016/8/24,3092.02,3097.15,3079.55,3085.88
2016/8/25,3073.44,3073.44,3041.51,3068.33
2016/8/26,3069.85,3087.65,3063.89,3070.31
2016/8/29,3068.46,3074.94,3058.79,3070.03
2016/8/30,3071.44,3082.99,3065.97,3074.68
2016/8/31,3072.92,3087.7,3063.4,3085.49
2016/9/1,3083.96,3088.7,3062.88,3063.31
2016/9/2,3057.49,3072.53,3050.49,3067.35
2016/9/5,3070.71,3085.49,3065.33,3072.1
2016/9/6,3071.06,3095.51,3053.19,3090.71
2016/9/7,3091.33,3105.68,3087.88,3091.93
2016/9/8,3089.95,3096.78,3083.9,3095.95
2016/9/9,3095.43,3101.79,3078.22,3078.85
2016/9/12,3037.51,3040.95,2999.93,3021.98
2016/9/13,3025.03,3029.72,3008.74,3023.51
2016/9/14,3008.9,3017.94,2995.42,3002.85
2016/9/19,3005.32,3026.65,3005.32,3026.05
2016/9/20,3027.17,3027.82,3015.88,3023
2016/9/21,3021.58,3032.45,3017.54,3025.87
2016/9/22,3038.42,3054.44,3035.07,3042.31
2016/9/23,3044.79,3046.8,3032.8,3033.9
2016/9/26,3028.24,3028.24,2980.12,2980.43
2016/9/27,2974.59,2998.23,2969.13,2998.17
2016/9/28,3000.7,3000.7,2984.32,2987.86
2016/9/29,2992.17,3009.2,2991.91,2998.48
2016/9/30,2994.25,3009.2,2993.06,3004.7
2016/10/10,3020.46,3048.24,3014.62,3048.14
2016/10/11,3051.62,3066.1,3048.02,3065.25
2016/10/12,3057.32,3060.51,3048.89,3058.5
2016/10/13,3057.97,3065,3052.64,3061.35
2016/10/14,3056.99,3064.79,3043.18,3063.81
2016/10/17,3064.69,3068.81,3033.75,3041.17
2016/10/18,3037.4,3084.19,3037.4,3083.88
2016/10/19,3085.75,3096.22,3076.77,3084.72
2016/10/20,3084.91,3089.68,3076.29,3084.46
2016/10/21,3081.39,3101.85,3069.27,3090.94
2016/10/24,3092.05,3137.03,3090.79,3128.25
2016/10/25,3127.97,3132.5,3121.05,3131.94
2016/10/26,3129.84,3129.84,3110.39,3116.31
2016/10/27,3112.6,3114.76,3100.39,3112.35
2016/10/28,3111.7,3128.64,3101.24,3104.27
2016/10/31,3097.19,3102.3,3081.07,3100.49
2016/11/1,3101.66,3122.61,3097.04,3122.44
2016/11/2,3115.73,3118.98,3099.82,3102.73
2016/11/3,3096.76,3140.93,3094.1,3128.94
2016/11/4,3126.35,3141.33,3119.54,3125.32
2016/11/7,3124.89,3139.2,3117.1,3133.33
2016/11/8,3140.94,3156.88,3134.95,3147.89
2016/11/9,3146.08,3146.95,3096.95,3128.37
2016/11/10,3148.54,3172.31,3148.54,3171.28
2016/11/11,3169.4,3202.74,3166.07,3196.04
2016/11/14,3187.71,3221.46,3186.8,3210.37
2016/11/15,3209.95,3214.29,3195.04,3206.99
2016/11/16,3208.5,3210.89,3195.41,3205.06
2016/11/17,3198.5,3211.05,3187.21,3208.45
2016/11/18,3207.19,3212.39,3187.5,3192.86
2016/11/21,3188.5,3229.76,3188.28,3218.15
2016/11/22,3220.98,3249.68,3220.98,3248.35
2016/11/23,3247.94,3262.88,3231.59,3241.14
2016/11/24,3237.43,3257.86,3232.87,3241.74
2016/11/25,3241.24,3262.44,3209.6,3261.94
2016/11/28,3270.05,3288.34,3267.67,3277
2016/11/29,3269.23,3301.21,3263.4,3282.92
2016/11/30,3272.14,3277.27,3239.52,3250.03
2016/12/1,3257.03,3279.67,3256.26,3273.31
2016/12/2,3270.12,3279.71,3235.28,3243.84
2016/12/5,3203.78,3219.52,3194.88,3204.71
2016/12/6,3202.03,3215.31,3196.52,3199.65
2016/12/7,3198.47,3222.43,3189.49,3222.24
2016/12/8,3225.55,3228.12,3211.47,3215.37
2016/12/9,3209.34,3244.8,3207.04,3232.88
2016/12/12,3233.67,3245.09,3149.9,3152.97
2016/12/13,3138.99,3162.5,3118.71,3155.04
2016/12/14,3149.38,3170.02,3136.35,3140.53
2016/12/15,3125.76,3138.78,3100.91,3117.68
2016/12/16,3111.51,3128.87,3106.35,3122.98
2016/12/19,3120.7,3125.28,3110.08,3118.08
2016/12/20,3115.9,3117.01,3084.8,3102.88
2016/12/21,3107.24,3140.25,3107.24,3137.43
2016/12/22,3132.16,3143.17,3126.89,3139.56
2016/12/23,3134.93,3138.4,3103.75,3110.15
2016/12/26,3095.58,3122.88,3068.42,3122.57
2016/12/27,3117.39,3127.88,3113.75,3114.66
2016/12/28,3113.77,3118.78,3094.55,3102.24
2016/12/29,3095.84,3111.8,3087.34,3096.1
2016/12/30,3097.35,3108.84,3089.99,3103.64
2017/1/3,3105.31,3136.46,3105.31,3135.92
2017/1/4,3133.79,3160.1,3130.11,3158.79
2017/1/5,3157.91,3168.5,3154.28,3165.41
2017/1/6,3163.78,3172.03,3153.03,3154.32
2017/1/9,3148.53,3173.14,3147.74,3171.24
2017/1/10,3167.57,3174.58,3157.33,3161.67
2017/1/11,3156.69,3167.03,3136.27,3136.75
2017/1/12,3133.6,3144.97,3115.98,3119.29
2017/1/13,3116.08,3130.51,3102.16,3112.76
2017/1/16,3104.49,3105.14,3044.29,3103.43
2017/1/17,3087.03,3108.91,3072.34,3108.77
2017/1/18,3104.77,3123.72,3098.59,3113.01
2017/1/19,3104.97,3115.78,3094.01,3101.3
2017/1/20,3095.82,3125.66,3095.21,3123.14
2017/1/23,3125.42,3145.84,3125.42,3136.77
2017/1/24,3134.59,3149.53,3131.22,3142.55
2017/1/25,3137.65,3151.47,3133.19,3149.55
2017/1/26,3149.22,3163.1,3148.91,3159.17
2017/2/3,3160.08,3162.68,3136.01,3140.17
2017/2/6,3143.09,3158.84,3135.39,3156.98
2017/2/7,3154.4,3159.54,3140.04,3153.09
2017/2/8,3148.09,3167.45,3132.03,3166.98
2017/2/9,3164.69,3186.84,3162.57,3183.18
2017/2/10,3183.01,3205.05,3182.8,3196.7
2017/2/13,3198.99,3219.41,3198.99,3216.84
2017/2/14,3216.14,3219.4,3205.29,3217.93
2017/2/15,3215.46,3236,3206.56,3212.99
2017/2/16,3210.36,3230.28,3207.79,3229.62
2017/2/17,3227.71,3238.4,3199.42,3202.08
2017/2/20,3198.96,3241.46,3198.96,3239.96
2017/2/21,3242.22,3254.34,3239.88,3253.33
2017/2/22,3252.69,3261.38,3243.84,3261.22
2017/2/23,3258.83,3264.08,3236.36,3251.38
2017/2/24,3246.86,3253.96,3233.53,3253.43
2017/2/27,3249.19,3251.65,3224.09,3228.66
2017/2/28,3225.97,3242.68,3225.97,3241.73
2017/3/1,3240.07,3259.98,3237.87,3246.93
2017/3/2,3250.52,3256.81,3228.66,3230.03
2017/3/3,3219.2,3221.16,3206.61,3218.31
2017/3/6,3217.33,3234.66,3215.07,3233.87
2017/3/7,3233.09,3242.66,3226.82,3242.41
2017/3/8,3240.53,3245.3,3230.61,3240.66
2017/3/9,3233.7,3233.88,3205.28,3216.75
2017/3/10,3213.73,3222.32,3208.45,3212.76
2017/3/13,3209.45,3237.12,3193.16,3237.02
2017/3/14,3235.25,3246.33,3231.52,3239.33
2017/3/15,3235.4,3243.71,3227.74,3241.76
2017/3/16,3247.16,3269.77,3247.16,3268.94
2017/3/17,3271.87,3274.19,3232.28,3237.45
2017/3/20,3241.11,3251.13,3228.12,3250.81
2017/3/21,3250.25,3262.22,3246.7,3261.61
2017/3/22,3246.22,3255.78,3229.13,3245.22
2017/3/23,3245.81,3262.09,3221.93,3248.55
2017/3/24,3247.35,3275.21,3241.12,3269.45
2017/3/27,3268.92,3283.24,3262.12,3266.96
2017/3/28,3265.63,3265.63,3246.09,3252.95
2017/3/29,3252.87,3262.1,3233.28,3241.31
2017/3/30,3235.14,3240.02,3195.85,3210.24
2017/3/31,3206.25,3226.25,3205.54,3222.51
2017/4/5,3235.66,3270.65,3233.24,3270.31
2017/4/6,3272.19,3286.67,3265.76,3281
2017/4/7,3280.62,3295.19,3275.05,3286.62
2017/4/10,3285.46,3285.46,3265.01,3269.39
2017/4/11,3266.22,3290.39,3244.4,3288.97
2017/4/12,3283.84,3284.93,3262.28,3273.83
2017/4/13,3265.22,3281.14,3261.49,3275.96
2017/4/14,3276.14,3276.71,3238.9,3246.07
2017/4/17,3229.95,3229.95,3199.91,3222.17
2017/4/18,3215.4,3225.05,3196.49,3196.71
2017/4/19,3184.67,3189.44,3147.07,3170.69
2017/4/20,3165.67,3178.18,3148.18,3172.1
2017/4/21,3170.29,3180.79,3158.63,3173.15
2017/4/24,3164.25,3164.25,3111.21,3129.53
2017/4/25,3123.89,3145.27,3117.45,3134.57
2017/4/26,3132.92,3152.95,3131.42,3140.85
2017/4/27,3131.35,3155,3097.33,3152.19
2017/4/28,3144.02,3154.73,3136.58,3154.66
2017/5/2,3147.23,3154.78,3136.54,3143.71
2017/5/3,3138.31,3148.29,3123.75,3135.35
2017/5/4,3127.11,3143.82,3111.39,3127.37
2017/5/5,3114.77,3117.61,3092.09,3103.04
2017/5/8,3090.07,3093.45,3067.69,3078.61
2017/5/9,3064.85,3084.21,3056.56,3080.53
2017/5/10,3078.17,3090.82,3051.59,3052.78
2017/5/11,3036.79,3063.56,3016.53,3061.5
2017/5/12,3054.11,3090.49,3051.87,3083.51
2017/5/15,3085.93,3098.91,3085.93,3090.23
2017/5/16,3082.87,3113.51,3060.53,3112.96
2017/5/17,3107.8,3119.58,3101.3,3104.44
2017/5/18,3082.33,3103.44,3077.96,3090.14
2017/5/19,3086.71,3095.48,3081.28,3090.63
2017/5/22,3087.17,3103.94,3063.15,3075.68
2017/5/23,3069.39,3084.24,3050.84,3061.95
2017/5/24,3047.57,3064.81,3022.3,3064.08
2017/5/25,3055.34,3114.66,3052.83,3107.83
2017/5/26,3101.29,3120.66,3100.39,3110.06
2017/5/31,3125.33,3143.28,3111.56,3117.18
2017/6/1,3108.42,3113.52,3097.68,3102.62
2017/6/2,3094.23,3110.39,3081.85,3105.54
2017/6/5,3102.11,3105.51,3084.83,3091.66
2017/6/6,3084.54,3102.86,3078.79,3102.13
2017/6/7,3101.76,3140.77,3098.95,3140.32
2017/6/8,3136.47,3153.26,3132.83,3150.33
2017/6/9,3147.45,3165.92,3146.11,3158.4
2017/6/12,3149.53,3164.95,3135.31,3139.88
2017/6/13,3134.01,3155.99,3131.04,3153.74
2017/6/14,3146.75,3149.17,3125.35,3130.67
2017/6/15,3125.59,3137.59,3117.08,3132.49
2017/6/16,3126.37,3134.25,3117.86,3123.17
2017/6/19,3122.16,3146.77,3121.78,3144.37
2017/6/20,3148.02,3150.46,3134.61,3140.01
2017/6/21,3148.99,3157.03,3132.62,3156.21
2017/6/22,3152.24,3186.98,3146.64,3147.45
2017/6/23,3138.44,3158.05,3118.09,3157.87
2017/6/26,3157,3187.89,3156.98,3185.44
2017/6/27,3183.42,3193.46,3172.46,3191.2
2017/6/28,3183.63,3193.44,3170.79,3173.2
2017/6/29,3174.98,3188.77,3174.28,3188.06
2017/6/30,3176.95,3193.24,3171.57,3192.43
2017/7/3,3192,3196.29,3177.02,3195.91
2017/7/4,3192.89,3193.06,3174.31,3182.8
2017/7/5,3179.22,3207.31,3174.71,3207.13
2017/7/6,3203.86,3215.95,3188.77,3212.44
2017/7/7,3203.82,3219.52,3195.29,3217.96
2017/7/10,3208.46,3223.34,3203.21,3212.63
2017/7/11,3201.52,3226.91,3199.22,3203.04
2017/7/12,3201.93,3215.2,3177.93,3197.54
2017/7/13,3192.36,3219.27,3190.34,3218.16
2017/7/14,3212.03,3222.98,3204.85,3222.42
2017/7/17,3219.79,3230.35,3139.5,3176.46
2017/7/18,3159.73,3187.67,3150.13,3187.57
2017/7/19,3181.4,3232.94,3179.73,3230.98
2017/7/20,3227.51,3246.24,3225.43,3244.86
2017/7/21,3236.59,3247.71,3231.96,3237.98
2017/7/24,3230.9,3261.1,3230.07,3250.6
2017/7/25,3249.14,3261.65,3233.14,3243.69
2017/7/26,3244.46,3264.85,3228.04,3247.67
2017/7/27,3243.76,3251.93,3220.64,3249.78
2017/7/28,3240.17,3256.37,3232.96,3253.24
2017/7/31,3252.75,3276.95,3251.19,3273.03
2017/8/1,3274.37,3292.64,3273.5,3292.64
2017/8/2,3288.52,3305.43,3282.04,3285.06
2017/8/3,3279.99,3293.37,3262.16,3272.93
2017/8/4,3269.32,3287.19,3261.31,3262.08
2017/8/7,3257.67,3280.1,3243.72,3279.46
2017/8/8,3277.19,3285.48,3269.66,3281.87
2017/8/9,3277.81,3277.94,3263.85,3275.57
2017/8/10,3269.73,3282.52,3236.18,3261.75
2017/8/11,3237.92,3245.12,3200.75,3208.54
